predict,raw
-3.389657,5.309196
-4.012754,0.5389528
1.9692258,0.89992094
-0.94717234,-0.9732437
-0.5961152,-2.7011926
-0.06374439,3.2862747
-2.5138648,5.359376
-0.9165946,0.14964032
0.61608875,0.31007776
0.34022322,3.293407
-2.274281,2.757588
1.8218672,-2.1823015
0.9327655,0.2754064
-2.268968,-3.2877836
-0.68876785,-0.0682361
-0.76688653,-0.35329685
-0.01974396,1.0222715
-1.4043673,2.1797097
0.60523176,-1.2125406
-0.36433548,-0.8203676
-2.7443426,3.209069
-2.9641116,3.8796122
-0.113111585,-1.9102777
0.34274375,1.8892517
-1.3028482,2.091321
-0.71808285,-3.8520794
1.3517783,0.41646704
-4.0273776,1.0072714
-0.5944794,2.20156
-2.9641309,-1.058211
-0.8248683,-2.1932554
-0.90575254,-4.0244694
-0.85951537,-0.92546797
-2.2400916,0.7699642
-2.5615947,3.183554
1.2492006,2.0146713
0.2859413,0.6731199
-2.0441978,1.4878285
-3.353667,-4.04649
0.78142697,-3.5686798
-0.6825377,-3.4928145
-0.33515483,-1.6054324
-0.8676071,0.35120615
-1.3848817,-0.45680898
-0.5848924,2.5499759
-1.5962998,-0.8620248
-0.021425897,4.0161495
-2.5270772,-5.4461575
0.6477792,3.1466897
-2.537091,1.4307685
-0.5175326,0.6911186
-2.1100903,0.86274177
-1.5247618,1.0408201
