predict,raw
-0.7142676,5.309196
-0.5563402,0.5389528
-1.2483507,0.89992094
-2.7994275,-0.9732437
-0.4761393,-2.7011926
-2.568091,3.2862747
-0.5680935,5.359376
-0.18024178,0.14964032
-1.0552893,0.31007776
-2.4020884,3.293407
-0.60009366,2.757588
0.1786314,-2.1823015
-0.84478503,0.2754064
-0.55706024,-3.2877836
-2.9572747,-0.0682361
-1.8704348,-0.35329685
-1.6355034,1.0222715
0.36968923,2.1797097
-3.047528,-1.2125406
0.21349356,-0.8203676
-0.23349114,3.209069
0.12166467,3.8796122
-0.4845593,-1.9102777
-0.8696138,1.8892517
-0.819915,2.091321
-0.069527626,-3.8520794
0.10194775,0.41646704
-1.2273668,1.0072714
0.49161714,2.20156
-0.1257822,-1.058211
-3.5756462,-2.1932554
-0.1403863,-4.0244694
-1.7863129,-0.92546797
-2.371689,0.7699642
-1.4908243,3.183554
-3.6499019,2.0146713
-4.711106,0.6731199
-0.2673248,1.4878285
0.20876497,-4.04649
-1.2154938,-3.5686798
-2.2524164,-3.4928145
-2.9305868,-1.6054324
-2.729686,0.35120615
-3.0132446,-0.45680898
-2.68626,2.5499759
-2.8964305,-0.8620248
-1.5344259,4.0161495
-0.8223767,-5.4461575
-0.7565131,3.1466897
-0.4982564,1.4307685
-3.361786,0.6911186
-0.7338554,0.86274177
-4.344818,1.0408201
